cluster_idx	scan	mz	RTINSECONDS	index in file	source filename
897	1592	600.318	0	1592	datasets/MSV000078787_specs_ms.mgf
897	1597	600.789	0	1597	datasets/MSV000078787_specs_ms.mgf
897	1598	601.21	0	1598	datasets/MSV000078787_specs_ms.mgf
898	1589	599.398	0	1589	datasets/MSV000078787_specs_ms.mgf
898	1590	599.437	0	1590	datasets/MSV000078787_specs_ms.mgf
898	1591	599.497	0	1591	datasets/MSV000078787_specs_ms.mgf
898	1594	600.343	0	1594	datasets/MSV000078787_specs_ms.mgf
898	1596	600.62	0	1596	datasets/MSV000078787_specs_ms.mgf
901	1599	601.424	0	1599	datasets/MSV000078787_specs_ms.mgf
901	1607	601.798	0	1607	datasets/MSV000078787_specs_ms.mgf
901	1608	601.799	0	1608	datasets/MSV000078787_specs_ms.mgf
902	1600	601.354	0	1600	datasets/MSV000078787_specs_ms.mgf
902	1603	601.361	0	1603	datasets/MSV000078787_specs_ms.mgf
904	1602	601.356	0	1602	datasets/MSV000078787_specs_ms.mgf
904	1604	601.358	0	1604	datasets/MSV000078787_specs_ms.mgf
904	1609	602.261	0	1609	datasets/MSV000078787_specs_ms.mgf
907	1611	602.438	0	1611	datasets/MSV000078787_specs_ms.mgf
907	1615	603.301	0	1615	datasets/MSV000078787_specs_ms.mgf
907	1616	603.334	0	1616	datasets/MSV000078787_specs_ms.mgf
907	1619	603.366	0	1619	datasets/MSV000078787_specs_ms.mgf
907	1623	603.372	0	1623	datasets/MSV000078787_specs_ms.mgf
907	1624	603.373	0	1624	datasets/MSV000078787_specs_ms.mgf
907	1625	603.381	0	1625	datasets/MSV000078787_specs_ms.mgf
907	1626	603.39	0	1626	datasets/MSV000078787_specs_ms.mgf
914	1621	603.372	0	1621	datasets/MSV000078787_specs_ms.mgf
914	1622	603.374	0	1622	datasets/MSV000078787_specs_ms.mgf
919	1630	604.308	0	1630	datasets/MSV000078787_specs_ms.mgf
919	1631	604.365	0	1631	datasets/MSV000078787_specs_ms.mgf
919	1634	604.806	0	1634	datasets/MSV000078787_specs_ms.mgf
919	1635	604.999	0	1635	datasets/MSV000078787_specs_ms.mgf
919	1636	605.116	0	1636	datasets/MSV000078787_specs_ms.mgf
922	1637	605.226	0	1637	datasets/MSV000078787_specs_ms.mgf
922	1638	605.225	0	1638	datasets/MSV000078787_specs_ms.mgf
923	1639	605.232	0	1639	datasets/MSV000078787_specs_ms.mgf
923	1640	605.248	0	1640	datasets/MSV000078787_specs_ms.mgf
928	1645	605.405	0	1645	datasets/MSV000078787_specs_ms.mgf
928	1647	606.179	0	1647	datasets/MSV000078787_specs_ms.mgf
928	1648	606.293	0	1648	datasets/MSV000078787_specs_ms.mgf
928	1649	606.316	0	1649	datasets/MSV000078787_specs_ms.mgf
928	1650	606.818	0	1650	datasets/MSV000078787_specs_ms.mgf
928	1651	607.164	0	1651	datasets/MSV000078787_specs_ms.mgf
931	1655	607.329	0	1655	datasets/MSV000078787_specs_ms.mgf
931	1657	607.345	0	1657	datasets/MSV000078787_specs_ms.mgf
931	1658	607.359	0	1658	datasets/MSV000078787_specs_ms.mgf
931	1660	607.409	0	1660	datasets/MSV000078787_specs_ms.mgf
931	1661	607.478	0	1661	datasets/MSV000078787_specs_ms.mgf
931	1663	608.312	0	1663	datasets/MSV000078787_specs_ms.mgf
935	1665	608.363	0	1665	datasets/MSV000078787_specs_ms.mgf
935	1666	609.289	0	1666	datasets/MSV000078787_specs_ms.mgf
935	1667	609.326	0	1667	datasets/MSV000078787_specs_ms.mgf
935	1671	609.355	0	1671	datasets/MSV000078787_specs_ms.mgf
935	1672	609.361	0	1672	datasets/MSV000078787_specs_ms.mgf
940	1669	609.346	0	1669	datasets/MSV000078787_specs_ms.mgf
940	1670	609.346	0	1670	datasets/MSV000078787_specs_ms.mgf
941	1673	609.364	0	1673	datasets/MSV000078787_specs_ms.mgf
941	1674	609.367	0	1674	datasets/MSV000078787_specs_ms.mgf
941	1675	609.375	0	1675	datasets/MSV000078787_specs_ms.mgf
941	1677	610.303	0	1677	datasets/MSV000078787_specs_ms.mgf
941	1678	610.361	0	1678	datasets/MSV000078787_specs_ms.mgf
941	1679	610.736	0	1679	datasets/MSV000078787_specs_ms.mgf
941	1680	610.741	0	1680	datasets/MSV000078787_specs_ms.mgf
941	1681	611.177	0	1681	datasets/MSV000078787_specs_ms.mgf
941	1682	611.289	0	1682	datasets/MSV000078787_specs_ms.mgf
941	1690	611.537	0	1690	datasets/MSV000078787_specs_ms.mgf
942	1683	611.334	0	1683	datasets/MSV000078787_specs_ms.mgf
942	1684	611.34	0	1684	datasets/MSV000078787_specs_ms.mgf
942	1685	611.345	0	1685	datasets/MSV000078787_specs_ms.mgf
942	1692	612.286	0	1692	datasets/MSV000078787_specs_ms.mgf
948	1693	612.424	0	1693	datasets/MSV000078787_specs_ms.mgf
948	1694	613.32	0	1694	datasets/MSV000078787_specs_ms.mgf
948	1695	613.331	0	1695	datasets/MSV000078787_specs_ms.mgf
948	1696	613.347	0	1696	datasets/MSV000078787_specs_ms.mgf
948	1698	613.679	0	1698	datasets/MSV000078787_specs_ms.mgf
948	1700	614.284	0	1700	datasets/MSV000078787_specs_ms.mgf
948	1701	614.31	0	1701	datasets/MSV000078787_specs_ms.mgf
952	1702	614.348	0	1702	datasets/MSV000078787_specs_ms.mgf
952	1703	614.437	0	1703	datasets/MSV000078787_specs_ms.mgf
952	1704	614.44	0	1704	datasets/MSV000078787_specs_ms.mgf
954	1706	615.371	0	1706	datasets/MSV000078787_specs_ms.mgf
954	1707	615.372	0	1707	datasets/MSV000078787_specs_ms.mgf
956	1709	616.177	0	1709	datasets/MSV000078787_specs_ms.mgf
956	1710	616.363	0	1710	datasets/MSV000078787_specs_ms.mgf
956	1713	616.796	0	1713	datasets/MSV000078787_specs_ms.mgf
962	1717	617.361	0	1717	datasets/MSV000078787_specs_ms.mgf
962	1719	617.423	0	1719	datasets/MSV000078787_specs_ms.mgf
962	1720	617.447	0	1720	datasets/MSV000078787_specs_ms.mgf
965	1722	619.018	0	1722	datasets/MSV000078787_specs_ms.mgf
965	1724	619.232	0	1724	datasets/MSV000078787_specs_ms.mgf
965	1725	619.288	0	1725	datasets/MSV000078787_specs_ms.mgf
965	1726	619.332	0	1726	datasets/MSV000078787_specs_ms.mgf
965	1728	619.359	0	1728	datasets/MSV000078787_specs_ms.mgf
965	1729	619.438	0	1729	datasets/MSV000078787_specs_ms.mgf
969	1731	620.257	0	1731	datasets/MSV000078787_specs_ms.mgf
969	1734	620.328	0	1734	datasets/MSV000078787_specs_ms.mgf
969	1735	620.333	0	1735	datasets/MSV000078787_specs_ms.mgf
969	1736	620.356	0	1736	datasets/MSV000078787_specs_ms.mgf
969	1738	620.363	0	1738	datasets/MSV000078787_specs_ms.mgf
969	1739	620.399	0	1739	datasets/MSV000078787_specs_ms.mgf
969	1740	620.79	0	1740	datasets/MSV000078787_specs_ms.mgf
974	1743	621.32	0	1743	datasets/MSV000078787_specs_ms.mgf
974	1747	621.371	0	1747	datasets/MSV000078787_specs_ms.mgf
974	1748	621.382	0	1748	datasets/MSV000078787_specs_ms.mgf
974	1750	621.477	0	1750	datasets/MSV000078787_specs_ms.mgf
979	1751	622.328	0	1751	datasets/MSV000078787_specs_ms.mgf
979	1754	623.277	0	1754	datasets/MSV000078787_specs_ms.mgf
985	1757	623.343	0	1757	datasets/MSV000078787_specs_ms.mgf
985	1758	623.354	0	1758	datasets/MSV000078787_specs_ms.mgf
985	1759	623.362	0	1759	datasets/MSV000078787_specs_ms.mgf
985	1761	623.376	0	1761	datasets/MSV000078787_specs_ms.mgf
985	1762	624.286	0	1762	datasets/MSV000078787_specs_ms.mgf
985	1763	624.326	0	1763	datasets/MSV000078787_specs_ms.mgf
985	1764	624.334	0	1764	datasets/MSV000078787_specs_ms.mgf
988	1766	624.373	0	1766	datasets/MSV000078787_specs_ms.mgf
988	1769	625.22	0	1769	datasets/MSV000078787_specs_ms.mgf
988	1774	625.351	0	1774	datasets/MSV000078787_specs_ms.mgf
988	1777	625.359	0	1777	datasets/MSV000078787_specs_ms.mgf
988	1784	625.564	0	1784	datasets/MSV000078787_specs_ms.mgf
988	1786	625.658	0	1786	datasets/MSV000078787_specs_ms.mgf
994	1775	625.356	0	1775	datasets/MSV000078787_specs_ms.mgf
994	1776	625.358	0	1776	datasets/MSV000078787_specs_ms.mgf
995	1778	625.382	0	1778	datasets/MSV000078787_specs_ms.mgf
995	1779	625.407	0	1779	datasets/MSV000078787_specs_ms.mgf
995	1780	625.407	0	1780	datasets/MSV000078787_specs_ms.mgf
995	1781	625.437	0	1781	datasets/MSV000078787_specs_ms.mgf
995	1787	626.346	0	1787	datasets/MSV000078787_specs_ms.mgf
995	1788	626.382	0	1788	datasets/MSV000078787_specs_ms.mgf
995	1789	627.177	0	1789	datasets/MSV000078787_specs_ms.mgf
995	1790	627.339	0	1790	datasets/MSV000078787_specs_ms.mgf
1007	1798	628.324	0	1798	datasets/MSV000078787_specs_ms.mgf
1007	1799	628.304	0	1799	datasets/MSV000078787_specs_ms.mgf
1007	1802	628.333	0	1802	datasets/MSV000078787_specs_ms.mgf
1008	1800	628.347	0	1800	datasets/MSV000078787_specs_ms.mgf
1008	1801	628.338	0	1801	datasets/MSV000078787_specs_ms.mgf
1012	1806	629.191	0	1806	datasets/MSV000078787_specs_ms.mgf
1012	1807	629.364	0	1807	datasets/MSV000078787_specs_ms.mgf
1012	1808	629.366	0	1808	datasets/MSV000078787_specs_ms.mgf
1012	1813	629.39	0	1813	datasets/MSV000078787_specs_ms.mgf
1012	1814	629.412	0	1814	datasets/MSV000078787_specs_ms.mgf
1012	1815	629.415	0	1815	datasets/MSV000078787_specs_ms.mgf
1012	1816	630.165	0	1816	datasets/MSV000078787_specs_ms.mgf
1012	1824	630.695	0	1824	datasets/MSV000078787_specs_ms.mgf
1012	1839	631.519	0	1839	datasets/MSV000078787_specs_ms.mgf
1014	1810	629.391	0	1810	datasets/MSV000078787_specs_ms.mgf
1014	1811	629.389	0	1811	datasets/MSV000078787_specs_ms.mgf
1016	1817	630.295	0	1817	datasets/MSV000078787_specs_ms.mgf
1016	1818	630.334	0	1818	datasets/MSV000078787_specs_ms.mgf
1016	1819	630.34	0	1819	datasets/MSV000078787_specs_ms.mgf
1016	1820	630.344	0	1820	datasets/MSV000078787_specs_ms.mgf
1016	1821	630.364	0	1821	datasets/MSV000078787_specs_ms.mgf
1016	1822	630.379	0	1822	datasets/MSV000078787_specs_ms.mgf
1016	1823	630.435	0	1823	datasets/MSV000078787_specs_ms.mgf
1020	1828	631.349	0	1828	datasets/MSV000078787_specs_ms.mgf
1020	1829	631.355	0	1829	datasets/MSV000078787_specs_ms.mgf
1020	1831	631.37	0	1831	datasets/MSV000078787_specs_ms.mgf
1020	1832	631.376	0	1832	datasets/MSV000078787_specs_ms.mgf
1020	1834	631.404	0	1834	datasets/MSV000078787_specs_ms.mgf
1020	1836	631.46	0	1836	datasets/MSV000078787_specs_ms.mgf
1020	1838	631.489	0	1838	datasets/MSV000078787_specs_ms.mgf
1020	1840	631.776	0	1840	datasets/MSV000078787_specs_ms.mgf
1020	1842	632.293	0	1842	datasets/MSV000078787_specs_ms.mgf
1027	1845	632.379	0	1845	datasets/MSV000078787_specs_ms.mgf
1027	1848	632.416	0	1848	datasets/MSV000078787_specs_ms.mgf
1027	1849	632.916	0	1849	datasets/MSV000078787_specs_ms.mgf
1027	1850	633.213	0	1850	datasets/MSV000078787_specs_ms.mgf
1027	1851	633.311	0	1851	datasets/MSV000078787_specs_ms.mgf
1027	1853	633.711	0	1853	datasets/MSV000078787_specs_ms.mgf
1032	1856	634.28	0	1856	datasets/MSV000078787_specs_ms.mgf
1032	1857	634.333	0	1857	datasets/MSV000078787_specs_ms.mgf
1032	1858	634.379	0	1858	datasets/MSV000078787_specs_ms.mgf
1032	1863	634.874	0	1863	datasets/MSV000078787_specs_ms.mgf
1032	1864	634.877	0	1864	datasets/MSV000078787_specs_ms.mgf
1032	1865	635.224	0	1865	datasets/MSV000078787_specs_ms.mgf
1032	1866	635.23	0	1866	datasets/MSV000078787_specs_ms.mgf
1032	1867	635.233	0	1867	datasets/MSV000078787_specs_ms.mgf
1032	1868	635.241	0	1868	datasets/MSV000078787_specs_ms.mgf
1032	1870	635.278	0	1870	datasets/MSV000078787_specs_ms.mgf
1040	1872	635.302	0	1872	datasets/MSV000078787_specs_ms.mgf
1040	1874	635.362	0	1874	datasets/MSV000078787_specs_ms.mgf
1040	1875	635.366	0	1875	datasets/MSV000078787_specs_ms.mgf
1040	1878	635.437	0	1878	datasets/MSV000078787_specs_ms.mgf
1040	1879	636.23	0	1879	datasets/MSV000078787_specs_ms.mgf
1040	1882	636.256	0	1882	datasets/MSV000078787_specs_ms.mgf
1045	1880	636.26	0	1880	datasets/MSV000078787_specs_ms.mgf
1045	1881	636.26	0	1881	datasets/MSV000078787_specs_ms.mgf
1047	1884	636.346	0	1884	datasets/MSV000078787_specs_ms.mgf
1047	1885	636.356	0	1885	datasets/MSV000078787_specs_ms.mgf
1047	1887	636.365	0	1887	datasets/MSV000078787_specs_ms.mgf
1047	1889	636.393	0	1889	datasets/MSV000078787_specs_ms.mgf
1047	1891	636.785	0	1891	datasets/MSV000078787_specs_ms.mgf
1047	1892	637.247	0	1892	datasets/MSV000078787_specs_ms.mgf
1047	1893	637.295	0	1893	datasets/MSV000078787_specs_ms.mgf
1047	1904	637.513	0	1904	datasets/MSV000078787_specs_ms.mgf
1052	1895	637.347	0	1895	datasets/MSV000078787_specs_ms.mgf
1052	1897	637.351	0	1897	datasets/MSV000078787_specs_ms.mgf
1052	1898	637.363	0	1898	datasets/MSV000078787_specs_ms.mgf
1052	1901	637.378	0	1901	datasets/MSV000078787_specs_ms.mgf
1052	1902	637.383	0	1902	datasets/MSV000078787_specs_ms.mgf
1052	1907	638.346	0	1907	datasets/MSV000078787_specs_ms.mgf
1052	1910	638.824	0	1910	datasets/MSV000078787_specs_ms.mgf
1052	1911	638.826	0	1911	datasets/MSV000078787_specs_ms.mgf
1052	1912	639.275	0	1912	datasets/MSV000078787_specs_ms.mgf
1052	1913	639.275	0	1913	datasets/MSV000078787_specs_ms.mgf
1052	1916	639.29	0	1916	datasets/MSV000078787_specs_ms.mgf
1052	1923	639.768	0	1923	datasets/MSV000078787_specs_ms.mgf
1052	1924	639.778	0	1924	datasets/MSV000078787_specs_ms.mgf
1052	1925	639.787	0	1925	datasets/MSV000078787_specs_ms.mgf
1064	1918	639.369	0	1918	datasets/MSV000078787_specs_ms.mgf
1064	1920	639.391	0	1920	datasets/MSV000078787_specs_ms.mgf
1064	1921	639.396	0	1921	datasets/MSV000078787_specs_ms.mgf
1064	1927	640.284	0	1927	datasets/MSV000078787_specs_ms.mgf
1064	1929	640.303	0	1929	datasets/MSV000078787_specs_ms.mgf
1064	1930	640.322	0	1930	datasets/MSV000078787_specs_ms.mgf
1067	1926	640.277	0	1926	datasets/MSV000078787_specs_ms.mgf
1067	1928	640.303	0	1928	datasets/MSV000078787_specs_ms.mgf
1070	1933	641.342	0	1933	datasets/MSV000078787_specs_ms.mgf
1070	1934	641.349	0	1934	datasets/MSV000078787_specs_ms.mgf
1070	1936	641.435	0	1936	datasets/MSV000078787_specs_ms.mgf
1070	1937	641.451	0	1937	datasets/MSV000078787_specs_ms.mgf
1070	1938	642.144	0	1938	datasets/MSV000078787_specs_ms.mgf
1070	1939	642.158	0	1939	datasets/MSV000078787_specs_ms.mgf
1070	1940	642.322	0	1940	datasets/MSV000078787_specs_ms.mgf
1070	1943	642.339	0	1943	datasets/MSV000078787_specs_ms.mgf
1070	1947	642.704	0	1947	datasets/MSV000078787_specs_ms.mgf
1072	1941	642.361	0	1941	datasets/MSV000078787_specs_ms.mgf
1072	1944	642.348	0	1944	datasets/MSV000078787_specs_ms.mgf
1074	1945	642.389	0	1945	datasets/MSV000078787_specs_ms.mgf
1074	1949	643.27	0	1949	datasets/MSV000078787_specs_ms.mgf
1074	1951	643.309	0	1951	datasets/MSV000078787_specs_ms.mgf
1074	1952	643.311	0	1952	datasets/MSV000078787_specs_ms.mgf
1074	1953	643.345	0	1953	datasets/MSV000078787_specs_ms.mgf
1074	1954	643.348	0	1954	datasets/MSV000078787_specs_ms.mgf
1074	1958	643.939	0	1958	datasets/MSV000078787_specs_ms.mgf
1074	1965	644.781	0	1965	datasets/MSV000078787_specs_ms.mgf
1077	1955	643.406	0	1955	datasets/MSV000078787_specs_ms.mgf
1077	1956	643.405	0	1956	datasets/MSV000078787_specs_ms.mgf
1078	1957	643.46	0	1957	datasets/MSV000078787_specs_ms.mgf
1078	1960	644.31	0	1960	datasets/MSV000078787_specs_ms.mgf
1078	1961	644.358	0	1961	datasets/MSV000078787_specs_ms.mgf
1078	1966	645.066	0	1966	datasets/MSV000078787_specs_ms.mgf
1078	1967	645.164	0	1967	datasets/MSV000078787_specs_ms.mgf
1078	1968	645.296	0	1968	datasets/MSV000078787_specs_ms.mgf
1078	1969	645.303	0	1969	datasets/MSV000078787_specs_ms.mgf
1084	1972	645.329	0	1972	datasets/MSV000078787_specs_ms.mgf
1084	1973	645.332	0	1973	datasets/MSV000078787_specs_ms.mgf
1084	1974	645.357	0	1974	datasets/MSV000078787_specs_ms.mgf
1084	1975	645.358	0	1975	datasets/MSV000078787_specs_ms.mgf
1084	1976	645.392	0	1976	datasets/MSV000078787_specs_ms.mgf
1084	1977	645.402	0	1977	datasets/MSV000078787_specs_ms.mgf
1084	1978	645.412	0	1978	datasets/MSV000078787_specs_ms.mgf
1084	1979	645.418	0	1979	datasets/MSV000078787_specs_ms.mgf
1084	1980	645.418	0	1980	datasets/MSV000078787_specs_ms.mgf
1084	1981	645.453	0	1981	datasets/MSV000078787_specs_ms.mgf
1084	1984	646.323	0	1984	datasets/MSV000078787_specs_ms.mgf
1084	1988	647.302	0	1988	datasets/MSV000078787_specs_ms.mgf
1084	1991	647.731	0	1991	datasets/MSV000078787_specs_ms.mgf
1084	1992	647.763	0	1992	datasets/MSV000078787_specs_ms.mgf
1084	1994	647.875	0	1994	datasets/MSV000078787_specs_ms.mgf
1084	1995	647.961	0	1995	datasets/MSV000078787_specs_ms.mgf
1088	1985	646.367	0	1985	datasets/MSV000078787_specs_ms.mgf
1088	1986	646.399	0	1986	datasets/MSV000078787_specs_ms.mgf
1088	1989	647.339	0	1989	datasets/MSV000078787_specs_ms.mgf
1088	1990	647.352	0	1990	datasets/MSV000078787_specs_ms.mgf
1093	1997	648.395	0	1997	datasets/MSV000078787_specs_ms.mgf
1093	1998	648.485	0	1998	datasets/MSV000078787_specs_ms.mgf
1093	1999	648.486	0	1999	datasets/MSV000078787_specs_ms.mgf
1093	2001	648.487	0	2001	datasets/MSV000078787_specs_ms.mgf
1093	2002	648.871	0	2002	datasets/MSV000078787_specs_ms.mgf
1093	2005	649.321	0	2005	datasets/MSV000078787_specs_ms.mgf
1093	2006	649.323	0	2006	datasets/MSV000078787_specs_ms.mgf
1093	2007	649.358	0	2007	datasets/MSV000078787_specs_ms.mgf
1093	2008	649.365	0	2008	datasets/MSV000078787_specs_ms.mgf
1093	2009	649.366	0	2009	datasets/MSV000078787_specs_ms.mgf
1093	2013	649.799	0	2013	datasets/MSV000078787_specs_ms.mgf
1093	2014	649.813	0	2014	datasets/MSV000078787_specs_ms.mgf
1098	2011	649.396	0	2011	datasets/MSV000078787_specs_ms.mgf
1098	2018	650.319	0	2018	datasets/MSV000078787_specs_ms.mgf
1098	2019	650.359	0	2019	datasets/MSV000078787_specs_ms.mgf
1098	2025	651.227	0	2025	datasets/MSV000078787_specs_ms.mgf
1098	2028	651.508	0	2028	datasets/MSV000078787_specs_ms.mgf
1098	2031	652.172	0	2031	datasets/MSV000078787_specs_ms.mgf
1098	2032	652.181	0	2032	datasets/MSV000078787_specs_ms.mgf
1100	2015	650.295	0	2015	datasets/MSV000078787_specs_ms.mgf
1100	2016	650.308	0	2016	datasets/MSV000078787_specs_ms.mgf
1102	2020	650.41	0	2020	datasets/MSV000078787_specs_ms.mgf
1102	2021	650.412	0	2021	datasets/MSV000078787_specs_ms.mgf
1102	2022	650.423	0	2022	datasets/MSV000078787_specs_ms.mgf
1102	2023	650.424	0	2023	datasets/MSV000078787_specs_ms.mgf
1102	2024	650.441	0	2024	datasets/MSV000078787_specs_ms.mgf
1102	2027	651.375	0	2027	datasets/MSV000078787_specs_ms.mgf
1102	2030	652.058	0	2030	datasets/MSV000078787_specs_ms.mgf
1102	2034	652.302	0	2034	datasets/MSV000078787_specs_ms.mgf
1102	2035	652.374	0	2035	datasets/MSV000078787_specs_ms.mgf
1108	2038	653.329	0	2038	datasets/MSV000078787_specs_ms.mgf
1108	2041	654.258	0	2041	datasets/MSV000078787_specs_ms.mgf
1113	2044	655.081	0	2044	datasets/MSV000078787_specs_ms.mgf
1113	2043	655.743	0	2043	datasets/MSV000078787_specs_ms.mgf
1114	2046	655.277	0	2046	datasets/MSV000078787_specs_ms.mgf
1114	2047	655.293	0	2047	datasets/MSV000078787_specs_ms.mgf
1114	2049	655.32	0	2049	datasets/MSV000078787_specs_ms.mgf
1114	2052	655.507	0	2052	datasets/MSV000078787_specs_ms.mgf
1119	2054	656.355	0	2054	datasets/MSV000078787_specs_ms.mgf
1119	2055	656.356	0	2055	datasets/MSV000078787_specs_ms.mgf
1119	2056	656.356	0	2056	datasets/MSV000078787_specs_ms.mgf
1123	2060	657.393	0	2060	datasets/MSV000078787_specs_ms.mgf
1123	2061	657.398	0	2061	datasets/MSV000078787_specs_ms.mgf
1123	2063	657.406	0	2063	datasets/MSV000078787_specs_ms.mgf
1123	2064	657.42	0	2064	datasets/MSV000078787_specs_ms.mgf
1123	2068	657.784	0	2068	datasets/MSV000078787_specs_ms.mgf
1123	2069	657.784	0	2069	datasets/MSV000078787_specs_ms.mgf
1123	2072	658.232	0	2072	datasets/MSV000078787_specs_ms.mgf
1123	2073	658.246	0	2073	datasets/MSV000078787_specs_ms.mgf
1123	2074	658.247	0	2074	datasets/MSV000078787_specs_ms.mgf
1123	2075	658.328	0	2075	datasets/MSV000078787_specs_ms.mgf
1123	2076	658.374	0	2076	datasets/MSV000078787_specs_ms.mgf
1123	2077	658.38	0	2077	datasets/MSV000078787_specs_ms.mgf
1123	2079	658.393	0	2079	datasets/MSV000078787_specs_ms.mgf
1123	2087	658.763	0	2087	datasets/MSV000078787_specs_ms.mgf
1141	2091	659.408	0	2091	datasets/MSV000078787_specs_ms.mgf
1141	2093	659.433	0	2093	datasets/MSV000078787_specs_ms.mgf
1141	2094	659.439	0	2094	datasets/MSV000078787_specs_ms.mgf
1141	2096	660.276	0	2096	datasets/MSV000078787_specs_ms.mgf
1141	2099	660.81	0	2099	datasets/MSV000078787_specs_ms.mgf
1141	2100	660.87	0	2100	datasets/MSV000078787_specs_ms.mgf
1141	2110	661.508	0	2110	datasets/MSV000078787_specs_ms.mgf
1146	2101	661.302	0	2101	datasets/MSV000078787_specs_ms.mgf
1146	2102	661.311	0	2102	datasets/MSV000078787_specs_ms.mgf
1146	2109	661.476	0	2109	datasets/MSV000078787_specs_ms.mgf
1153	2111	662.388	0	2111	datasets/MSV000078787_specs_ms.mgf
1153	2112	662.408	0	2112	datasets/MSV000078787_specs_ms.mgf
1153	2115	663.294	0	2115	datasets/MSV000078787_specs_ms.mgf
1153	2120	663.805	0	2120	datasets/MSV000078787_specs_ms.mgf
1153	2121	663.817	0	2121	datasets/MSV000078787_specs_ms.mgf
1159	2119	663.489	0	2119	datasets/MSV000078787_specs_ms.mgf
1159	2125	664.307	0	2125	datasets/MSV000078787_specs_ms.mgf
1159	2126	664.319	0	2126	datasets/MSV000078787_specs_ms.mgf
1159	2127	664.32	0	2127	datasets/MSV000078787_specs_ms.mgf
1159	2130	664.455	0	2130	datasets/MSV000078787_specs_ms.mgf
1159	2131	664.458	0	2131	datasets/MSV000078787_specs_ms.mgf
1159	2132	664.481	0	2132	datasets/MSV000078787_specs_ms.mgf
1159	2134	665.234	0	2134	datasets/MSV000078787_specs_ms.mgf
1159	2135	665.254	0	2135	datasets/MSV000078787_specs_ms.mgf
1165	2136	665.337	0	2136	datasets/MSV000078787_specs_ms.mgf
1165	2137	665.351	0	2137	datasets/MSV000078787_specs_ms.mgf
1165	2138	665.367	0	2138	datasets/MSV000078787_specs_ms.mgf
1167	2139	667.225	0	2139	datasets/MSV000078787_specs_ms.mgf
1167	2140	667.268	0	2140	datasets/MSV000078787_specs_ms.mgf
1167	2142	667.381	0	2142	datasets/MSV000078787_specs_ms.mgf
1167	2143	667.426	0	2143	datasets/MSV000078787_specs_ms.mgf
1167	2144	667.452	0	2144	datasets/MSV000078787_specs_ms.mgf
1167	2146	667.799	0	2146	datasets/MSV000078787_specs_ms.mgf
1171	2148	668.303	0	2148	datasets/MSV000078787_specs_ms.mgf
1171	2149	668.382	0	2149	datasets/MSV000078787_specs_ms.mgf
1171	2150	668.417	0	2150	datasets/MSV000078787_specs_ms.mgf
1171	2151	668.874	0	2151	datasets/MSV000078787_specs_ms.mgf
1171	2152	668.89	0	2152	datasets/MSV000078787_specs_ms.mgf
1173	2154	669.348	0	2154	datasets/MSV000078787_specs_ms.mgf
1173	2156	669.667	0	2156	datasets/MSV000078787_specs_ms.mgf
1173	2157	669.687	0	2157	datasets/MSV000078787_specs_ms.mgf
1175	2158	670.361	0	2158	datasets/MSV000078787_specs_ms.mgf
1175	2159	670.372	0	2159	datasets/MSV000078787_specs_ms.mgf
1175	2160	670.86	0	2160	datasets/MSV000078787_specs_ms.mgf
1175	2161	671.116	0	2161	datasets/MSV000078787_specs_ms.mgf
1177	2163	671.414	0	2163	datasets/MSV000078787_specs_ms.mgf
1177	2164	671.439	0	2164	datasets/MSV000078787_specs_ms.mgf
1177	2166	671.798	0	2166	datasets/MSV000078787_specs_ms.mgf
1177	2168	672.34	0	2168	datasets/MSV000078787_specs_ms.mgf
1177	2169	672.341	0	2169	datasets/MSV000078787_specs_ms.mgf
1177	2170	672.341	0	2170	datasets/MSV000078787_specs_ms.mgf
1180	2171	672.928	0	2171	datasets/MSV000078787_specs_ms.mgf
1180	2173	673.349	0	2173	datasets/MSV000078787_specs_ms.mgf
1180	2174	673.414	0	2174	datasets/MSV000078787_specs_ms.mgf
1180	2175	673.415	0	2175	datasets/MSV000078787_specs_ms.mgf
1188	2182	675.416	0	2182	datasets/MSV000078787_specs_ms.mgf
1188	2183	675.42	0	2183	datasets/MSV000078787_specs_ms.mgf
1188	2185	675.423	0	2185	datasets/MSV000078787_specs_ms.mgf
1188	2186	676.24	0	2186	datasets/MSV000078787_specs_ms.mgf
1188	2187	676.289	0	2187	datasets/MSV000078787_specs_ms.mgf
1188	2188	676.405	0	2188	datasets/MSV000078787_specs_ms.mgf
1188	2193	676.617	0	2193	datasets/MSV000078787_specs_ms.mgf
1188	2194	676.656	0	2194	datasets/MSV000078787_specs_ms.mgf
1188	2195	677.05	0	2195	datasets/MSV000078787_specs_ms.mgf
1188	2202	677.541	0	2202	datasets/MSV000078787_specs_ms.mgf
1188	2205	678.505	0	2205	datasets/MSV000078787_specs_ms.mgf
1192	2191	676.499	0	2191	datasets/MSV000078787_specs_ms.mgf
1192	2196	677.344	0	2196	datasets/MSV000078787_specs_ms.mgf
1202	2208	678.831	0	2208	datasets/MSV000078787_specs_ms.mgf
1202	2209	678.882	0	2209	datasets/MSV000078787_specs_ms.mgf
1202	2210	678.882	0	2210	datasets/MSV000078787_specs_ms.mgf
1202	2211	678.886	0	2211	datasets/MSV000078787_specs_ms.mgf
1202	2212	679.378	0	2212	datasets/MSV000078787_specs_ms.mgf
1202	2214	679.41	0	2214	datasets/MSV000078787_specs_ms.mgf
